"Taxa","BranchesPerTassel","BranchZoneLengthCM","BushelAcreEquivalent","CobWeightGrams","DaysToPollen","DaysToSilk","EarFilledLengthCM","EarLengthCM","EarsPerPlant","EarWidthCM","ExtantLeafNumber1","GrainPercentMoisture","HundredKernelMassGrams","KernelRowNumber","KernelsPerRow","LeafAngle","LeafLengthCM","LeafWidthCM","PlantHeightCM","TasselLengthCM","TasselSpikeLengthCM","TotalGrainMassGrams","QY_max","Fv.Fm_L1","QY_L1","NPQ_L1","qN_L1","qP_L1","Rfd_L1","NPQmaxme","NPQendme","npqslop1me","npqslop2me","af1npq","bf1npq","af2npq","bf2npq","af3npq","bf3npq","cf3npq","af4npq","bf4npq","cf4npq","phippsiiend","af3phipsii","bf3phipsii","cf3phipsii","af4phipsii","bf4phipsii","cf4phipsii","phipsiietos","phtoNPQend"
"A155",8.5,9.035,61.6,10.095,64.5,66.5,8.335,8.625,1,4.04,10.25,9.2,22.85,15.585,18.335,53.3,66.875,8.5,151.5,30.715,21.68,417.3,-0.0197128749602325,0.0755073080842932,0.0367772699453284,-0.452968502076865,-0.454693465411101,0.0439469501858001,-0.514946102080751,-0.466022547519851,-1.19952635464727,-0.50726756076107,-0.0415423218402934,-0.416426392390279,-0.452184544012816,-0.492503737402607,-0.150591859589064,0.082929892551605,-0.210094107592889,-0.488709604784645,-0.217533001713914,0.128839184011232,-1.03350505201834,0.413333705624168,0.144562647202844,0.176086285611398,0.0891917007357274,0.168161650781755,0.0583432350224646,0.0810506209804645,0.142994031781359,1.28453871638877
"A171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A239",5,6.78,78.75,12.435,72,73,12.375,13.375,1,3.71,12,8.6,26.545,13.165,23.42,36.8,77.75,8.9,172,33.065,26.285,533.25,-0.590815711849668,-0.516528067450339,-0.272389331328119,-0.232785690119242,-0.160303751615972,-0.245197469129321,-0.206952838998776,-0.852367898583624,-0.228531820493732,-0.210672345831245,0.322034357242857,-0.396347200043235,-0.746862162772385,-0.792917328269119,0.0498863020507448,-0.17058393921918,-0.8454727247293,-0.872008829994305,-0.857364326848212,0.241026169193441,-0.328724719762375,-0.902848837318509,-0.221543615834494,-0.722900929085275,-0.154010931559273,-0.819889083081251,0.0236654135411826,-0.129248386485837,0.0911984787075388,-0.0249191383262528
"A258",13.67,8.57,67.5,18.635,72,74.5,12.375,13.585,1,3.71,13,8.6,11.45,15.83,30.33,NA,73.875,10.7,159.5,28.635,20.065,457.25,-0.448761194878206,-0.52964826776706,-0.239677478264826,0.227148866262285,0.330524114276968,-0.350930357592551,0.134197430397436,0.559835477895445,-0.12431971653897,0.389434352007922,-0.655648397511301,0.825720000437289,0.349690510669422,0.432390520070411,0.607708539507759,0.74346843598408,0.455054961325311,0.488522543865748,0.454787217222384,0.52944856992057,0.0789300601246172,-0.255168755170655,-1.18601997624984,-0.434427409811505,0.412921043197811,-0.608651808643735,-1.23748871920083,0.498167408291659,0.739701974374841,0.128137030618678
"A305",25.17,19.28,76.6,12.69,66,67,9.75,10.92,1,4.29,11.75,7.4,27.43,15.085,19.085,55.45,64,7.75,176.5,37.115,17.835,518.95,-0.210384304206669,-0.149403779016063,0.12667551033517,-0.253173135953843,-0.294661412086829,0.0998900654314338,0.0943880245483775,-0.630356471789984,0.477049995211752,-0.281061352573117,1.29467345786118,-0.531118741506167,-0.582716942054467,-0.636210336895006,-0.172253206819969,-1.17487455503249,-0.592830427689005,-0.496199586608177,-0.621266118774161,-1.02026184975716,0.269013312893824,-0.313598248029101,-0.645444603263957,-0.028180664925074,-0.110615776964171,-0.0835481145036698,-0.61527663991644,-0.136176571201903,0.655549515856342,-0.46699623623722
"A321",9.17,7.715,83.75,12.985,70,72,13.665,14.5,1,3.915,10.75,7.45,24.62,14.585,25.67,26.5,73.875,8.9,155.25,27.9,20.185,567.05,-0.0611402270977375,0.027981132171414,0.168795277764519,-0.368477623220144,-0.318749585426733,0.159313085891632,-0.20265881811998,0.164907698539345,0.545796253249891,-0.373484330110668,0.455807327698215,-0.373214748420415,0.311403223749126,0.259867212881306,-0.464695914365879,-0.425287599923964,0.203017003809101,0.234209204771513,0.19139935782746,-0.549395011883015,0.274001869621243,-0.32254248649673,-0.633673152197602,-0.0866089679087153,-0.188598391714988,-0.0988842642097707,-0.603090519682495,-0.214649887943243,0.864749959729573,-0.500515775931705
"A322",13.835,9.435,95.6,16.285,67,67.5,12.915,13.625,1,3.375,12.5,8.4,24.85,12.58,29.5,45.5,63,8.25,172.25,30.45,21.02,647.3,0.077065951299261,0.0729658183954818,-0.0789579519990661,0.0436248144672585,0.0587920888716625,-0.0509550400023341,0.0635431561877516,0.181491346288488,0.15336519650371,0.124721705079204,0.582337666971941,0.333459517685862,0.0526323582347674,0.0897530770763771,0.274765407521881,-0.575632057064426,0.259801179647079,0.271291101423006,0.23274931366399,-0.783755821821351,0.264376058981156,0.041164355479906,-0.445117928692897,0.27008732238461,-0.342083881932607,0.257383792157039,-0.516482228069245,-0.382152299780493,0.77640370930246,-0.0380009377094039
"A334",9.5,10.12,70.25,13.455,65,66,10.415,10.54,1,4.04,10.75,7.7,24.63,16.915,19.915,66.4,74.375,7.325,157.25,25.065,14.95,475.7,-0.217753921515766,-0.233003131931267,-0.0429689229904086,-0.0275784930114719,0.028920164163154,-0.0520900620603688,-0.0123116263510199,0.0916830281023691,0.821097553796985,-0.0477947558216143,0.770291853098976,0.112291425001438,0.10463725848613,0.0814459290409288,0.141416782565145,-0.612181947879724,-0.0710947939279406,0.160492130187364,-0.0874949001564822,-0.647550961034039,0.619328162952356,-0.251507092612114,-0.333189332774735,-0.109072729867861,-0.0597983545218437,-0.141140559454939,-0.291966514851201,-0.0836069015256424,0.420672518403809,-0.610656359580369
"A340",20.83,12.6,64.5,10.425,65.5,67.5,11.915,12.46,1,3.875,12.25,NA,23.695,11.17,24.085,76.6,70.375,7.3,178.75,30.85,18.25,436.9,-0.185986247688717,-0.515914752144317,-0.243206545835347,0.826879708455554,0.759955252886055,-0.638047181395861,0.84477588351268,0.819860224243019,0.982286283821385,0.969430591874218,-1.13455196974342,0.839217742512932,0.488441696451293,0.605477911217904,0.397688690266933,1.09316501203629,0.353770456563493,0.782146947505214,0.41160616863202,0.907593714861516,1.05928109763659,-0.118492990577405,0.617219407807445,-0.610398716864913,0.10354128417916,-0.561018705904362,0.861193785938008,0.0602062721701142,-0.500956041177496,-0.765492251112919
"A344",13.5,7.5,50.5,9.75,63,63.5,8.54,10.21,1,3.75,10.75,NA,20.93,14.5,22.335,NA,55.5,7.575,134.5,29.565,22.065,342.4,-0.812146729134315,-0.716671281831634,-0.118913591139668,-0.561822041726248,-0.834404419690106,-0.268240859098934,-0.57701774154137,-1.18779605788291,-0.332441023044423,-0.661069422898872,0.91064047912598,-0.761127498712004,-0.871253353423198,-0.94958069976174,-0.194550561432376,-0.788550738680414,-1.03034285846986,-1.10921269088279,-1.05246114924772,-0.194180755170932,-0.490565071277948,-0.931711787368311,-0.145845924872037,-0.643179008178462,-0.0277181588467226,-0.662856708734564,0.189857611985772,-0.0545366948260032,-0.22952354075125,-0.111028533365957
"A374",13.335,11.9,73.1,13.92,68.5,71,13.835,14.71,0.875,3.79,12.5,9.1,25.98,13.67,22,NA,91.125,7.3,169,32.615,20.72,495.1,0.0630324428399781,-0.0239784853276232,-0.0516199641059944,0.29133953040406,0.282832459808122,-0.0711351881266005,0.275890362164182,0.0658196460629425,0.478654346631708,0.343031084454492,0.075374818028348,0.044617892341165,-0.0145596959782381,-0.0104780881611222,0.0654085135985571,-0.0818672032519286,-0.0762659766988993,0.0633036431685585,-0.0743698371291266,-0.0721421195169685,0.470725551541884,-0.0217863447273794,0.175591086005286,-0.189712813745303,0.139172074304759,-0.176756810414885,0.202783969585501,0.122723542124773,-0.0437891223018412,-0.372705649959519
"A3G-3-3-1-313",18.5,10.315,47.7,13.41,76.5,78,11.83,12.42,1,3.5,14,NA,10.39,21,30.17,27.9,73,7.425,146.5,28.73,18.415,323.2,0.705058311712025,0.770744872863714,0.252558701063869,-0.478714117967925,-0.439618177343971,0.19945700042172,-0.476254721072113,0.409003435308919,-0.43380160657677,-0.618177859574182,-1.13290664517955,-1.15162023450115,1.1935578674927,1.04640904903774,-1.51929863411978,1.14003626286141,0.257467692144769,0.303389218137923,0.266558497014751,1.03844343366389,0.104941285379257,0.901376265315104,1.15419159348758,0.520790494629268,0.143940663051002,0.627647097623599,1.21250973569498,0.139227706618645,-0.936127821880743,0.197357012394334
"A401",19,9.985,77.2,12.465,71.5,73.5,12.085,13.045,1,3.71,10.75,8,19.71,13.165,30,35.5,71,8.875,146.5,27.765,17.78,523.05,-0.511991234711219,-0.588640961335836,-0.0164413304316527,0.612957404108011,0.630388619411255,0.0212302022948076,0.589365979888876,0.210058934169689,0.0723980320686376,0.776498299853209,-0.458438496909768,0.81122769225927,-0.08700227208262,0.0355841913577427,0.849428361633292,0.534013209769854,-0.0869055909210028,0.130527613158241,-0.0697267617643947,0.594428897573524,-0.0837930153049708,-0.500129505832241,-0.337052289514939,-0.587254674251676,0.278927320557808,-0.609037207209345,-0.0526711390238698,0.325237530132225,-0.0132468695354152,-0.500036166456383
"A415-1-3_INBRED",22.335,11.715,41.05,13.475,77,81,13.415,15.21,0.8125,3.335,15.25,NA,26.86,11.5,21.915,30.9,79.25,8.025,223.25,36.585,24.87,278.35,0.46284063668713,0.482873167135575,-0.700591065962257,-0.114721056958145,-0.146729406683207,-0.107601575268283,-0.154713007636004,0.488625705286144,0.349190433483748,-0.332008635586406,-0.265900544042807,-0.403128886990104,0.8862650916348,0.821245567741901,-0.711879012632048,0.120696075281221,0.419703892725637,0.469442489846298,0.411655088176499,-0.0999013993813569,0.375765257493248,0.41299865972489,0.338917243420328,0.508907226583801,-0.23081094772434,0.54856384595458,0.132056284379829,-0.23656913332537,0.0286853748981975,-0.15835720649901
"A427",9.165,11.1,31.2,11.475,72.5,77,8.205,9.21,0.875,3.58,10.75,NA,25.625,11.585,12.75,45.8,77.375,9.975,170.5,32.1,21,211.35,-0.0338492991741607,0.0546317056457034,-0.00572025345356828,-0.553321098452198,-0.449781317543665,-0.0191497768031943,-0.442279160389779,-0.0813735234208524,0.540798940008616,-0.457856368217962,0.807662199975885,-0.365750138294901,0.0209654808137819,-0.0337493789089735,-0.157100608789365,-0.867337861558384,-0.115323530590775,0.0286381625358736,-0.126569066622831,-0.811760425005289,0.478179968234358,-0.343963310602182,-0.861771826964162,-0.22325227845678,-0.0597825726425407,-0.306568002949548,-0.806355102846682,-0.0810422195275746,1.0359752651839,-0.446551731651153
"A441-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A508",7.17,6.435,55.05,21.275,63,62.5,10.455,11.665,0.875,3.75,10.5,NA,20.295,15.25,22.25,26.4,72.75,7.05,157.75,33.07,26.635,372.95,0.434684333482097,0.438404339175446,-0.106024089234802,-0.102195987036405,-0.140751785817961,-0.191638710155284,-0.0201595545145761,0.274170260193273,-0.0178184811589563,-0.115175487720228,0.366501398299989,0.341959879501997,0.169226768042691,0.187202626648526,0.241428226311614,-0.347716437591731,0.313232254172483,0.321227961085579,0.284768508272063,-0.555216790483826,0.106598701494099,0.357664274626891,-0.577791562087358,0.24038920667352,0.169182016204111,0.189544121032031,-0.697241298418931,0.195151636746541,0.695447580140146,0.276259959483224
"A548",11,10.8,67.65,8.895,66,69,11.96,12.795,1,3.585,10,9.1,15.795,16.585,24.92,NA,76.5,8.075,140,33.52,22.715,458.05,0.0538634700993459,0.0814879098042534,-0.0783058459005228,-0.0983244101495403,-0.0507539528357484,0.000664962874232228,-0.0499751465755025,-0.347566801334587,0.272303339786183,-0.0186077832700864,0.48151097179974,-0.336844271215968,-0.270713546804112,-0.304763707418051,-0.134060126252725,-0.423731269950752,-0.37088145847275,-0.313790273521159,-0.3788612363904,-0.265581817680397,0.0830504273381298,-0.285217208608175,-0.271643748672439,-0.537820973451413,0.512626189149498,-0.576911618708032,-0.141633653435341,0.513211551988681,0.188897337357395,-0.128881065112876
"A554",12,12.3,72.6,10.755,66,67,9.29,9.415,1,3.705,11.25,NA,23.645,13.085,22.25,61.8,67,8.075,154.25,30.615,18.315,492,-0.0811484370612762,-0.287809377229088,-0.0419601318687453,0.449473478129443,0.442985749309905,-0.0533491781783436,0.562510182010382,-0.0515832936657807,-0.589170811452315,0.498256111010105,0.433489388340976,0.764159090573844,-0.184495262972414,-0.103264809237373,0.810132070190469,-0.532421723763941,0.138310169911646,-0.0553074924799789,0.10371798753181,-0.788765736660412,-0.418328131991208,0.0106340413933462,-0.422089824474476,0.120609849977295,-0.166915693615051,0.0523823886715702,-0.582082054949315,-0.163646941331319,0.533386065561761,0.345895562525201
"A556",7.5,7.715,69.8,12.675,68,68.5,10.08,10.455,1,3.5,11.75,NA,28.835,13.67,18.92,41.65,67.25,8.2,127,31.485,23.77,472.95,0.0257608264921353,-0.464270389440123,0.128348352769491,0.539886634470872,0.468498606675585,0.102523265904625,0.682686419255741,-0.120679780982955,1.21100717279595,0.87665687208224,0.0533595475665684,0.97902944132587,-0.381112393875038,-0.279678832770784,0.906301679804445,0.35576957557476,-0.601017745797121,-0.163918840208607,-0.561741701051141,0.599681124877246,0.953878391658453,-0.775887045810292,-0.0442407012740655,-0.363270579401321,0.0522786452597619,-0.344911426132987,0.0726100949276617,-0.0123327030966919,0.010962895035294,-1.22942417726716
"A572",8.335,6.865,76.4,20.49,64.5,64.5,10.46,10.71,1,3.795,12,8,22.61,13.415,24.665,NA,63.875,8.3,156.5,28.965,22.1,517.5,-0.446022297881349,-0.532999593042757,0.04723515915776,0.420786216135336,0.415096294046377,0.101788479589055,0.513335702115789,-0.25750075774527,0.809450458711509,0.41720951604226,0.896535665622532,-0.134189585963678,-0.26838365076681,-0.258687313857168,0.0217002699427936,-0.823848727860788,-0.597546599903251,-0.21758729922171,-0.613234380038287,-0.513624950846409,0.936840194716196,-0.951777305987511,-0.815942644726309,-0.913060056310258,-0.145079035215994,-0.926424629216857,-0.492150162544861,-0.125964046517875,0.424239140318686,-0.834980485699455
"A619",10.835,10.515,83.65,13.64,68,70,11.675,12.16,1,4.26,10.75,9.5,27.14,14.565,22.465,40.4,74,8.575,167.25,34.73,24.215,566.5,-0.0290606164698933,0.0109692716667855,-0.222959038686731,-0.0402164159884865,-0.021995469645087,-0.178645150173288,-0.166766210619525,0.691657711225932,0.176272468105321,0.120981192352924,-0.0933946103550919,0.662829086061881,0.464405780091825,0.530324884302211,0.513623373127151,-0.0173805400387304,0.416856122669396,0.701785272373479,0.407912680721904,-0.340556814260645,0.213528109521401,0.154637846386586,-0.47542166928809,0.13531320455813,0.00548713243273331,0.103817350684749,-0.481111838241649,0.0312383864988747,0.601096597410567,-0.20955138820746
"A627",24.165,10.315,78.25,11.22,68,71.5,11.705,12.625,1.0625,3.625,12,8.4,18.07,13.17,28.5,22.25,73.85,7.55,171.5,28.835,18.52,529.85,-0.336258594190481,-0.269998275774322,-0.271758281701345,-0.390051179832871,-0.365740106030696,-0.208522146785633,-0.263555417955282,-0.207469238858868,-0.47940928006088,-0.169379832464345,0.500295658741342,0.0890261592428177,-0.681710361485336,-0.683908066329238,0.417105914209911,-0.365255063821528,-0.198727610559138,-0.225016623879528,-0.209043602352386,0.0279662972273184,-0.535674116012925,-0.285141312176144,0.0630977110722697,-0.0274845251278187,-0.248471791971457,-0.0658405031147478,-0.149519586483968,-0.2563096871412,0.052986114611686,0.202581736918838
"A632",9.835,8.4,86.9,15.925,72.5,74.5,13.83,16.415,1,3.54,13.25,7.9,24.735,12.5,25,73.8,78.75,6.675,185.5,30.115,21.72,588.55,0.151593609683901,0.171299351934009,-0.0782213639738718,-0.241234822168279,-0.273004025016542,-0.0370077454169028,-0.244643676579524,0.204600618126849,-0.0870881322052084,-0.256654323050244,0.160929312536231,0.0742047458632067,0.142886496609731,0.154695551138543,0.053785828848999,-0.117348346375661,0.119564098609462,0.178201824315925,0.096386075469679,-0.209431946710997,0.0461504281466747,0.312170101155914,-0.049232914502988,0.176534094432505,0.138924668408623,0.165871635622564,-0.150092381921488,0.181737164318177,0.0841105975415334,0.230113643843602
"A634",5.83,6.785,59.6,15.34,68.5,71,11.875,13.455,1,3.625,14.5,8.6,28.095,13,20.25,37.5,78.75,6.725,176.5,25.715,18.93,403.55,-0.589647839402982,-0.998866981491365,0.102508722238932,0.829433497699427,0.878015943724042,0.118602671600191,1.1412004792747,-0.477338466355804,-0.869895196384015,0.917020224725709,0.187305588050418,0.765457406719012,-0.648896326887875,-0.584493314243341,0.951011969948374,-0.220929483350445,-0.378698883147692,-0.523926839511999,-0.405250442569013,-0.0650000407858207,-0.533780605350333,-0.369569705462022,-0.357243711327399,-0.256205489795882,-0.241015772711987,-0.301726142238467,-0.323859711354458,-0.246401358004254,0.31666483494649,0.530129037972538
"A635",10.165,6.515,73.2,11.31,66.5,68,11.875,13.46,1,3.79,13.75,9.05,18.93,14.75,27.25,NA,79.25,6.675,154,29.515,23,495.95,-0.063197072414305,-0.17245038889844,-0.0698580446753672,0.38682668296968,0.374350707026241,-0.119801962197987,0.298965422371986,-0.0493840679574705,-0.313689115593936,0.325899038547971,0.0168881214068182,0.352509453615162,-0.118851815793352,-0.0962380993105915,0.407991306959186,-0.0526666059947308,-0.0715945310898486,-0.0734270928077648,-0.0822645721144101,-0.0180981708844107,0.0626033423354099,-0.0263826772575845,0.210528982501048,-0.0448741355189909,0.000848342952158436,-0.0159188781373201,0.108322847051569,0.0120397649360057,-0.315530555922166,0.250969215014087
"A641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A648",10.67,9.765,84.95,10,70,71,14.415,17.29,1,3.33,12.5,7.7,18.92,12.75,33.92,40.6,73.625,8.05,182.25,31.78,22.015,575.55,-0.298765529806682,-0.275129044403317,0.00454673092488278,-0.0263901580528262,0.0302115794421791,0.07755686912781,0.0427197101961354,0.336979764387787,0.614589845398861,0.00736588666201864,0.988131792951743,0.042073494670725,0.276897388808222,0.286151369384911,-0.0426969061240746,-0.826988323113468,0.23815396716036,0.485416190315876,0.1863234761936,-1.06059042639568,0.835588489151053,-0.34465040869914,-1.00383335580947,-0.139873000254517,-0.268989179071476,-0.240302796217542,-1.0089337208298,-0.24658402767809,0.664354946971145,-0.487166880894626
"A649",5.835,7.57,69.85,13.59,64.5,64,11.79,14.205,1.0625,3.54,9.5,8.2,29.87,14.33,18.33,64.5,75,7.775,145.25,30.035,22.465,472.9,0.368273884158884,0.398557045632604,0.0608146678151816,-0.219635718733973,-0.21470400552496,0.055373284724386,-0.17980061313619,0.537912412819896,0.6099969459274,-0.18391614244264,0.0652501523827906,0.200899800354562,0.391874266300364,0.402781481874457,0.0128755994472089,-0.0433458427528052,0.405517313330743,0.518397439774622,0.388420247933339,-0.303755011440505,0.551672072061252,0.0405440702049029,-0.297130802671856,0.110021788090535,0.00594375441218657,0.0603172029063104,-0.379781887237946,0.0461326445220852,0.304108373977781,-0.466005522483012
"A651",19.17,11.215,51.5,8.665,63,63.5,10.33,12.045,1.0625,3.125,9.75,8,20.62,13.835,19.17,NA,65.625,9.425,118.25,20.73,9.515,348.8,-0.511712334528082,-0.598241866196509,0.105606382138258,0.455034728052791,0.494507028741816,0.123174642558171,0.480417136614409,0.390889815250528,0.135258186404053,0.603341891864025,0.164524006840534,1.02811279260715,0.125219283018874,0.230182611436178,0.906575452888778,-0.0815989064167891,0.333067387206952,0.355403250733108,0.301293678743805,-0.332298183348006,0.340166448327825,-0.325288685455504,-1.3095522041727,-0.128537079714428,-0.194837984500598,-0.292139711404675,-1.43136505455153,-0.0425715294932081,0.749292157784324,-0.158697650829675
"A654",4.835,7.25,61.85,11.375,64.5,64.5,9.375,10.42,1,3.5,10.5,NA,31.06,11.335,16.165,27.1,57.875,8.25,145.25,28.65,21.4,418.8,-0.0428283536325077,0.0872687309177416,0.0415584950623728,-0.414358188112212,-0.412169915676744,0.0151828891475664,-0.276294092693155,-0.935128223383688,-0.0291358338545005,-0.321383490123289,0.710172393527919,-0.224320556812676,-1.04202332888718,-1.06868403568487,0.42703974395715,-0.748553532598506,-0.903379233664968,-0.902136166114328,-0.930122662426454,-0.256151078297056,-0.141147423526364,-0.02111195770975,0.25403583956006,-0.182417405832,0.0576857958724504,-0.164966942492325,0.290572039471447,0.0527729853350631,-0.0379871024901316,0.106674314851163
