ID,Species,Group,Group_As_On_Fig2,Source,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6
6D5,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.22521,-0.0512369,-0.00313193,0.00530478,0.0147902,0.000707097,-0.00576304
6D6,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.23055,-0.0521648,-0.00272503,0.00344966,0.0139712,-0.000725638,-0.00605808
6D7,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.12246,-0.0529501,-0.00205463,0.00537546,0.015566,-0.00228311,-0.00691353
6D8,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.23841,-0.0433817,-0.00608124,0.0111738,-0.00101204,0.0125311,-0.0153381
6D9,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.2395,-0.0424568,-0.00442041,0.0109468,-0.0021062,0.0139483,-0.0120931
6E1,Z. mexicana,Z. mexicana,Z. mexicana,"Chen et al., 2022",0.19541,-0.0611863,-0.00339837,0.00753441,0.0484555,-0.0192918,0.00621603
6E10,Z. mexicana,Z. mexicana,Z. mexicana,"Chen et al., 2022",0.20559,-0.0595402,-0.0031684,0.00698158,0.0432815,-0.0175142,0.00866206
6E11,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.06474,-0.0680676,0.0396626,-0.0632799,-0.11183,0.0251109,0.00390909
6E12,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.06163,-0.0692944,0.0390211,-0.0643097,-0.114634,0.0260295,0.0025947
6E2,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.24665,-0.0451348,-0.00439478,0.011656,0.0139239,0.00300162,-0.00936263
6E3,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.25443,-0.046288,-0.00516562,0.010013,0.00573845,0.0075977,-0.00811211
6E4,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.19112,-0.0433173,-0.0039839,0.0101341,0.00220252,0.00962911,-0.0118834
6E5,Z. mexicana,Z. mexicana,Z. mexicana,"Chen et al., 2022",0.2235,-0.0599187,-0.00435004,0.00878726,0.0490626,-0.0209267,0.00527472
6E7,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.16592,-0.0404614,-0.00279302,0.0122178,-0.00386388,0.0154397,-0.0143044
6E8,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.25284,-0.0229242,9.27097e-06,0.0166594,0.0221206,0.00211968,0.0233956
6E9,Z. mexicana,Z. mexicana,Z. mexicana,"Chen et al., 2022",0.20495,-0.065916,-0.00344275,0.00559663,0.0553674,-0.0263583,0.00843573
6F1,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.06682,-0.0693776,0.0388416,-0.0650095,-0.115843,0.0262555,0.00311843
6F11,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.19467,-0.0421958,-0.00509131,0.0104048,-0.00474269,0.0148971,-0.0193538
6F12,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.23653,-0.0410776,-0.00525738,0.0109969,-0.00604179,0.0163735,-0.0157711
6F2,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.05434,-0.0711999,0.0382461,-0.0673822,-0.119438,0.0270137,0.00280896
6F3,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.05211,-0.0708941,0.0386281,-0.0674343,-0.119221,0.027116,0.0027269
6F4,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.05643,-0.0710765,0.0384689,-0.0671753,-0.119323,0.0273814,0.0025238
6F5,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.05775,-0.0713014,0.038615,-0.0667294,-0.118866,0.0274961,0.00282677
6F6,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.07803,-0.0671044,0.0398437,-0.0629479,-0.112707,0.0255315,0.00318664
6F629,Z. mays,Mixed,Other,Qiu et al. 2021,0.02488,0.0165344,0.045714,-0.00199755,0.0103517,-0.0142467,-0.00311147
6F7,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.06938,-0.0694657,0.0393927,-0.0652069,-0.116994,0.0268106,0.00240529
6F8,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.06952,-0.0675875,0.0387599,-0.0624013,-0.114079,0.0269409,0.0022797
6F9,Z. nicaraguensis,Z. nicaraguensis,Wild relatives,"Chen et al., 2022",0.05817,-0.0697012,0.0393479,-0.0656396,-0.117405,0.0269488,0.00269819
6G1,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.20427,-0.060144,-0.00227004,0.0041281,0.0382069,-0.0149969,0.00111892
6G10,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.21682,-0.0448893,-0.00710327,0.0113616,0.0227589,-0.00223429,0.00417058
6G11,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.12573,-0.0441292,-0.0036407,0.0070882,-0.0046654,0.0136972,-0.0146614
6G12,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.11994,-0.0473171,-0.00501686,0.0121344,0.0191216,-0.00235163,-0.00203034
6G2,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.17756,-0.0591228,-0.001898,0.00564245,0.0366296,-0.0130073,0.000134027
6G3,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.19308,-0.0570761,-0.00197972,0.00747491,0.0355141,-0.0125441,0.00112845
6G4,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.20284,-0.0575175,-0.00355645,0.0053588,0.0364888,-0.0138116,-9.45798e-05
6G5,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.22238,-0.052926,-0.00565636,0.011486,0.0301012,-0.00932162,0.00112443
6G6,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.17003,-0.038313,-0.00628357,0.0105814,-0.0061965,0.0159471,-0.0132822
6G7,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.1854,-0.0610351,-0.00334142,0.00464069,0.0396272,-0.0143147,-0.00220905
6G9,teo_mix,teo_mix,Wild relatives,"Chen et al., 2022",0.12126,-0.0558181,-0.00331641,0.00584205,0.0320914,-0.0101375,0.000479545
6H1,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.21387,-0.0393875,-0.00609811,0.012163,-0.00474505,0.0161211,-0.010528
6H2,Z. mexicana,Z. mexicana,Z. mexicana,"Chen et al., 2022",0.20342,-0.0612243,-0.00421589,0.0109046,0.054997,-0.0230723,0.00687233
6H4,Z. mexicana,Z. mexicana,Z. mexicana,"Chen et al., 2022",0.21877,-0.0592817,-0.00485357,0.00960339,0.0479216,-0.0190869,0.00756519
6H5,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.17579,-0.038507,-0.00637981,0.0105708,0.0049087,0.00866939,-0.00698961
6H6,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.18125,-0.0434131,-0.00323144,0.00882434,-0.00581694,0.0124249,-0.0131728
6H7,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.16465,-0.044046,-0.00347228,0.00725031,-0.00688658,0.0144233,-0.0142588
6H8,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.22513,-0.0406498,-0.00501036,0.0110027,-0.00352914,0.0144806,-0.0122329
6H9,Z. parviglumis,Z. parviglumis,Z. parviglumis,"Chen et al., 2022",0.16789,-0.041152,-0.00645334,0.00737937,-0.00844285,0.016849,-0.00918624
6M502,Z. mays,Mixed,Other,Qiu et al. 2021,0.03823,0.0109316,-0.0270556,-0.00666824,-0.014938,-0.0344686,-0.00251454
6M502A,Z. mays,Mixed,Other,Qiu et al. 2021,0.0476,0.0105696,-0.0251288,-0.00740397,-0.011728,-0.024387,-0.0117747
75_1,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02433,0.0013857,-0.0140828,0.0274484,-0.00556167,0.0280468,0.00779647
764,Z. mays,SS,SS,Qiu et al. 2021,0.01432,0.0172047,0.0697817,0.0108445,0.00780158,-0.00898168,0.00107164
779,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.01087,0.0147408,0.0300588,0.0116162,-0.00011473,-0.00476774,-0.0124313
78010,Z. mays,SS,SS,Qiu et al. 2021,0.01365,0.0192843,0.0766856,0.00557258,0.0127599,-0.0117317,-0.00534523
78551S,Z. mays,NSS,NSS,Qiu et al. 2021,0.03345,0.0139443,-0.0330335,-0.0209591,-0.016794,-0.0552175,0.00889329
787,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00777,0.0166962,0.00906298,-0.00106459,-0.00114609,-0.0109528,0.00839264
7884_7Ht,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02822,0.00893583,-0.0117553,0.0136417,-0.00861277,-0.00102882,0.0331203
790,Z. mays,SS,SS,Qiu et al. 2021,0.01238,0.0160914,0.0709853,0.00994433,0.00802453,-0.0076136,-0.00360049
792,Z. mays,SS,SS,Qiu et al. 2021,0.01848,0.0174137,0.0665569,0.00597861,0.00896756,-0.00845037,-0.000554614
793,Z. mays,SS,SS,Qiu et al. 2021,0.00976,0.0180423,0.08033,0.0110937,0.00894028,-0.0119102,0.0046413
80-2,Z. mays,Sweet corn,Other,This Study,0.02427,0.00376599,-0.0222534,0.0122003,-0.00942455,0.000214854,-0.0435904
803,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.02047,0.0163025,0.0245837,0.00780201,-0.00381149,-0.0116678,0.0214988
81162,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.03921,0.0118788,-0.0082721,0.0114018,-0.0101849,-0.0122712,0.0100346
811A,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02661,0.0101153,-0.0112981,0.00897396,-0.00379133,-0.000803447,0.0378504
812,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01436,0.0174442,0.0449389,0.010891,-0.00227295,-0.0158443,0.0233182
81565,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.03585,0.00284719,-0.0159271,0.0246046,-0.0076724,0.0202993,0.0136789
832,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01443,0.0176862,0.0457944,0.00569232,-0.00273718,-0.0265561,0.0261267
8723,Z. mays,SS,Huangzaosi (China),Wang et al. 2020,0.01585,0.01788,0.0336962,0.00571997,-0.00581095,-0.0283318,0.0261196
87916W,Z. mays,SS,SS,Qiu et al. 2021,0.01401,0.0157342,0.0530382,0.00733607,0.00559754,-0.00946448,0.00946032
87_1,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02526,0.0109752,-0.00418671,0.00895398,-0.0045656,-0.000527456,0.036817
8902,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.11248,0.0157606,0.012909,0.00709833,-0.00726744,-0.020066,0.0189363
9010,Z. mays,NSS,Huangzaosi (China),Wang et al. 2020,0.02754,0.010738,-0.0166088,0.00371944,-0.0107553,-0.0192947,-0.00432358
904,Z. mays,IDT,IDT,This Study,0.02068,0.0196899,-0.0167075,-0.0682693,0.039434,0.0485299,0.0140806
9058,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02129,0.0125916,0.00940976,0.00663476,-0.000624129,-0.00351209,0.0290975
911,Z. mays,IDT,IDT,Qiu et al. 2021,0.05507,0.0178934,-0.0208199,-0.0730677,0.0390947,0.0478018,0.0148119
912,Z. mays,IDT,IDT,Qiu et al. 2021,0.0302,0.0177895,-0.0214204,-0.0669346,0.0332784,0.0387106,0.011494
91IFC2,Z. mays,IDT,IDT,Qiu et al. 2021,0.0333,0.0167581,-0.0221628,-0.0688058,0.0296775,0.0189442,0.0181004
A,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.0345,0.0116722,-0.00964615,-0.00456305,-0.00390296,-0.00423281,-0.0233707
A12,Z. mays,Broad origin-public,Other,This Study,0.02085,0.0115297,-0.00535658,0.00217761,-0.00109537,0.00513041,-0.0131465
A15,Z. mays,Broad origin-public,Other,This Study,0.02178,0.0107029,-0.0101952,0.00282238,-0.00319942,0.00853601,-0.00459648
A155,Z. mays,Broad origin-public,Other,This Study,0.02261,0.00915283,-0.0166845,0.00446798,-0.0064257,-0.00117009,-0.0160756
A171,Z. mays,Broad origin-public,Other,This Study,0.02217,0.00890484,-0.0143605,0.00337607,-0.000782781,0.00805991,-0.0247312
A188,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03283,0.00620902,-0.0193945,-0.000912986,-0.00470201,-0.00156623,-0.0142587
A208,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.0285,0.00933316,-0.0196856,0.00157694,-0.009107,-0.000187793,-0.00364369
A214NGoodman-Buckler,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01921,0.0105436,0.0438518,0.012458,0.00892293,0.000626504,-0.000163797
A239,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02849,0.0112609,-0.00910874,-0.00465423,-0.00317202,0.000405662,-0.00914494
A258,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03276,0.0111946,-0.00985513,-0.00612693,-0.00255136,0.00353873,-0.0123998
A272,Z. mays,Tropical,Tropical,Qiu et al. 2021,0.03548,0.0100685,-0.0328503,-0.00954248,-0.019953,-0.0468523,0.0213038
A305,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03285,0.00921959,-0.0138433,0.00255695,-0.00728159,0.002256,-0.0129276
A321,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02911,0.012103,-0.00801131,-0.00728482,-0.00302108,-0.00175822,-0.0110361
A322,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02958,0.00913223,-0.0133262,-0.00173005,-0.00092588,0.010271,-0.00974182
A334,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03337,0.0092115,-0.0142292,-0.00149586,-0.00186181,0.00891006,-0.00480826
A340,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03061,0.00718255,-0.0183573,0.00435849,-0.00679713,-0.00160402,-0.0170345
A344,Z. mays,Broad origin-public,Other,This Study,0.02244,0.00909138,-0.0135485,-0.00283534,0.00141159,0.00897357,-0.0141774
A374,Z. mays,Landrace,Other,Qiu et al. 2021,0.0323,0.011219,-0.00959285,-0.00567519,-0.00330369,-0.00451872,-0.0208677
A375,Z. mays,Mixed,Other,Wang et al. 2020,0.02608,0.0132998,-0.00515594,-0.00294618,-0.00360737,-0.00514585,-0.011423
A385,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03301,0.00900874,-0.0123623,0.0053276,-0.00623826,0.00525388,-0.011261
A3G-3-3-1-313,Z. mays,Tropical,Tropical,This Study,0.02294,0.00122337,-0.0138926,0.0349576,-0.00849957,0.0294209,0.0186117
A401,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03245,0.0101182,-0.0123922,-0.000738279,-0.0059743,0.00256342,-0.01554
A415-1-3_INBRED,Z. mays,Mixed,Other,This Study,0.0221,0.00210405,-0.0104892,0.0205273,-0.00728627,0.0128517,-0.0202903
A427,Z. mays,Mixed,Other,Qiu et al. 2021,0.04515,0.00769081,-0.0112348,-0.013326,0.0044208,0.0109872,-0.00966242
A441-5,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02773,0.00826882,-0.00803905,0.0119474,-0.00591996,0.0170199,0.00956609
A508,Z. mays,Broad origin-public,Other,This Study,0.0231,0.0128063,-0.00785151,-0.0127243,0.00724608,0.0122205,-0.00790142
A548,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03013,0.0124381,-0.0106696,-0.00564944,-0.00503969,-0.00911868,-0.0122614
A554,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.01026,0.0132788,0.0107153,0.00423788,-0.000771338,0.00491756,0.00582586
A556,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.0275,0.0092683,-0.0184729,-0.000985746,-0.00660233,-0.00222534,-0.0117998
A572,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02995,0.0063681,-0.0142716,0.00131627,-0.00309781,0.00431234,-0.0158452
A6,Z. mays,Mixed,Other,Wang et al. 2020,0.01921,0.00353627,-0.000576484,0.0325198,-0.00785262,0.0261056,0.0423587
A619,Z. mays,NSS,NSS,Qiu et al. 2021,0.03357,0.013803,-0.027285,-0.014797,-0.0123409,-0.0374738,-0.018067
A627,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03362,0.0100379,-0.0102981,-0.00340665,-0.00284462,0.00559844,-0.00578003
A632,Z. mays,SS,SS,Qiu et al. 2021,0.02561,0.0187933,0.0500782,-0.00560956,0.0145399,-0.0107643,-0.034697
A634,Z. mays,SS,SS,Qiu et al. 2021,0.02661,0.017788,0.0471065,-0.00290749,0.0121206,-0.010843,-0.0299296
A635,Z. mays,SS,SS,Qiu et al. 2021,0.02391,0.018553,0.0525757,-0.0034458,0.0124356,-0.0105059,-0.0270189
A641,Z. mays,SS,SS,Qiu et al. 2021,0.02789,0.0145597,0.0263644,-0.00621664,0.0106346,-0.00155723,-0.0269306
A648,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02874,0.0111367,-0.00976564,-0.00092437,-0.00617306,-0.00878199,-0.0170109
A649,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03168,0.0116192,-0.009481,-0.00336542,-0.00340577,-0.00409135,-0.00565856
A651,Z. mays,Broad origin-public,Other,This Study,0.02278,0.00784176,-0.0159774,0.00258665,-0.00688583,-0.00848156,-0.049159
A654,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02543,0.0110842,-0.00771857,-0.00220838,-0.000886941,0.0100115,-0.00231151
A659,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02873,0.0123586,-0.0127711,-0.00439706,-0.00576781,-0.00483864,-0.0045917
A661,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02253,0.0131987,0.00524906,-0.00227685,0.00274936,0.00818559,-0.00340372
A662,Z. mays,Broad origin-public,Other,This Study,0.02294,0.0106925,-0.0150845,0.00198661,-0.00494168,0.00100476,-0.00913489
A663,Z. mays,Mixed,Other,Qiu et al. 2021,0.03564,0.00530898,-0.0135651,-0.0105974,0.00407764,0.0141042,-0.0105015
A672,Z. mays,SS,SS,Qiu et al. 2021,0.02547,0.0169565,0.039047,-0.00273868,0.011007,-0.00806417,-0.024409
A673,Z. mays,Broad origin-public,Other,This Study,0.02208,0.0094367,-0.00915456,0.000363101,-9.31005e-06,0.00414751,-0.0221025
A674,Z. mays,Mixed,Other,Qiu et al. 2021,0.03464,0.00397172,-0.0115876,0.00687747,-0.00409481,0.00497298,-0.0333066
A679,Z. mays,SS,SS,Qiu et al. 2021,0.00735,0.0169728,0.0751954,0.0137708,0.00552904,-0.00850461,0.0121977
A680,Z. mays,SS,SS,Qiu et al. 2021,0.00247,0.017926,0.0857333,0.0143743,0.00714501,-0.0108354,0.0136603
A682,Z. mays,NSS,NSS,Qiu et al. 2021,0.03575,0.0145874,-0.0330595,-0.020739,-0.0237198,-0.0808712,0.030013
A71,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.0337,0.0119265,-0.00713065,-0.00258844,-0.00293913,0.00118015,-0.00525532
A73,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03052,0.0115844,-0.00966762,-0.00540385,-0.00605801,-0.00525003,-0.0157297
A797NW,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03118,0.00905885,-0.0160506,-0.00216451,-0.00789613,-0.0148592,-0.0063208
A801,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.01945,0.0130872,0.0129821,0.010881,-0.000283826,0.00775246,0.0264061
A96,Z. mays,Broad origin-public,Other,This Study,0.02263,0.0108308,-0.00876237,0.00301217,-0.00371947,0.000954648,-0.0104059
AH83,Z. mays,Broad origin-public,Other,This Study,0.02108,0.0136154,-0.000335217,-0.00630431,0.00401649,0.00405462,-0.017212
AM0776,Z. mays,IDT,IDT,This Study,0.02141,0.0204279,0.0120726,-0.0602924,0.0472615,0.0526065,-0.0030051
AQA3,Z. mays,SS,SS,Qiu et al. 2021,0.03522,0.01637,0.0324808,-0.00777269,0.0118856,-0.0035247,-0.020515
AR210,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02775,0.00894125,-0.0123033,0.00591727,-0.00337889,0.00859766,-0.00773681
AR228,Z. mays,Mixed,Other,This Study,0.02089,0.00792261,-0.0108133,0.0159515,-0.00764006,0.00468925,0.00721347
ARGE564,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03105,-0.00495903,-0.0129095,0.0410075,-0.0115025,0.036625,0.0222576
ARZM01097,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03037,0.00395638,-0.0112071,0.0278444,-0.00809788,0.0243095,0.0143295
ARZM07086,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03151,0.00171134,-0.0118978,0.0329235,-0.00868271,0.031042,0.0361646
AS5707,Z. mays,Mixed,Other,Qiu et al. 2021,0.029,0.0117444,-0.0253622,-0.00336057,-0.018153,-0.0435842,0.0183442
AS6103,Z. mays,SS,SS,Qiu et al. 2021,0.02458,0.0196479,0.0536646,-0.00474485,0.0133763,-0.0123692,-0.0241641
Ab28A,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01948,0.0115774,0.00178943,0.0104005,-0.00471293,0.006559,0.00766322
Aiji205,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.02456,0.00755646,-0.00786154,0.0184163,-0.00749763,0.0131463,0.0122412
Aijin525,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.13875,0.0057591,-0.01273,0.0218477,-0.00921813,0.00910151,0.00687187
Ak3,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03032,-0.00294335,-0.0174385,0.0199595,-0.00874174,0.00343583,-0.0878472
Ame21863,Z.  luxurians,Z.  luxurians,Wild relatives,"Chen et al., 2022",0.05952,-0.0701601,0.0370247,-0.0648907,-0.114176,0.0261952,0.00226719
Ame21864,Z.  luxurians,Z.  luxurians,Wild relatives,"Chen et al., 2022",0.05462,-0.06991,0.0373298,-0.0642276,-0.114025,0.0264086,0.00221473
Ame21865,Z.  luxurians,Z.  luxurians,Wild relatives,"Chen et al., 2022",0.05464,-0.0696423,0.0374752,-0.0638175,-0.113567,0.0262416,0.00255159
Ame21867,Z.  nicaraguensis,Z.  nicaraguensis,Wild relatives,"Chen et al., 2022",0.04806,-0.0704673,0.0381833,-0.0659241,-0.117622,0.0273898,0.00251861
Ame21870,Z.  perennis,Z.  perennis,Wild relatives,"Chen et al., 2022",0.13708,-0.0717069,0.0296235,-0.0507671,-0.0674112,0.00954527,0.00636462
Ame21871,Z.  perennis,Z.  perennis,Wild relatives,"Chen et al., 2022",0.13825,-0.0720993,0.0290318,-0.050298,-0.0644894,0.00930184,0.00610919
Ame21872,Z.  perennis,Z.  perennis,Wild relatives,"Chen et al., 2022",0.14141,-0.0730075,0.0280869,-0.0489141,-0.0627825,0.00901506,0.00465773
Ame21873,Z.  perennis,Z.  perennis,Wild relatives,"Chen et al., 2022",0.13967,-0.0721495,0.0284218,-0.0498672,-0.0640722,0.00907056,0.0064254
Ame21874,Z.  perennis,Z.  perennis,Wild relatives,"Chen et al., 2022",0.13377,-0.0721728,0.0296705,-0.0514447,-0.0678572,0.00966175,0.00669096
Ame21877,Z.  luxurians,Z.  luxurians,Wild relatives,"Chen et al., 2022",0.05871,-0.0696966,0.0372775,-0.0636823,-0.113462,0.0265907,0.00219679
Ame21878,Z.  luxurians,Z.  luxurians,Wild relatives,"Chen et al., 2022",0.04915,-0.0700341,0.0374589,-0.0644688,-0.114489,0.0267134,0.00229902
Ame21879,Z.  luxurians,Z.  luxurians,Wild relatives,"Chen et al., 2022",0.06906,-0.069438,0.0379083,-0.0637751,-0.113925,0.0268814,0.00308281
Ame21882,Z.  perennis,Z.  perennis,Wild relatives,"Chen et al., 2022",0.13359,-0.071275,0.0271018,-0.0464314,-0.0591646,0.00669498,0.00475605
Ame21884,Z.  diploperennis,Z.  diploperennis,Wild relatives,"Chen et al., 2022",0.08771,-0.0707363,0.0313412,-0.0511655,-0.0715539,0.010142,0.00833611
Ame2317,Z.  diploperennis,Z.  diploperennis,Wild relatives,"Chen et al., 2022",0.05233,-0.0703909,0.0353759,-0.0521793,-0.0730631,0.0103357,0.00890432
Arica4_Kistler,Z. mays,South America,South America,Kistler et al. 2018,0.06765,0.00628376,0.0246507,0.0411257,-0.00608168,0.0293369,0.0295289
AusTRCF_306238,Z. mays,Mixed,Other,Qiu et al. 2021,0.03121,0.0112818,-0.0257938,-0.0072802,-0.0180291,-0.0421836,0.0190286
Ay420,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02228,0.0105375,0.00560232,0.0190798,-0.00709831,0.00719615,0.0129942
B-18_INBR.FR.SUPERGOLD,Z. mays,Popcorn,Other,Qiu et al. 2021,0.02997,0.00324581,-0.0161989,0.00566251,-0.00395578,0.00926631,-0.0346192
B-28,Z. mays,Popcorn,Other,Qiu et al. 2021,0.0386,0.00187425,-0.021092,0.00138298,-0.00224156,0.00983465,-0.0511463
B10,Z. mays,SS,SS,Bukowski et al. 2018,0.01641,0.0165387,0.0290012,-0.00220013,0.00745717,0.00455229,0.00155708
B100,Z. mays,NSS,NSS,Wang et al. 2020,0.02654,0.0120993,-0.0190449,-0.00400334,-0.00763164,-0.0176,-0.016387
B101,Z. mays,SS,SS,This Study,0.01692,0.0166109,0.0223432,-0.00359259,0.00751153,0.00326199,-0.00680243
B103,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02891,0.0187286,-0.00128928,-0.0445599,0.0271015,0.0260225,-0.00152641
B104,Z. mays,SS,SS,Qiu et al. 2021,0.02126,0.0160705,0.0389439,-0.000180439,0.00714873,-0.0063862,-0.00642829
B105,Z. mays,SS,SS,Qiu et al. 2021,0.02578,0.0133099,0.0143895,-0.00711625,0.00722707,0.00662202,0.000241937
B106,Z. mays,Mixed,Other,This Study,0.02086,0.0104154,-0.0181675,0.000578245,-0.010117,-0.0174252,-0.00117454
B107,Z. mays,IDT,IDT,Qiu et al. 2021,0.03613,0.0175841,-0.00915781,-0.0622329,0.0361088,0.0310319,0.00177618
B108,Z. mays,Mixed,Other,Qiu et al. 2021,0.03488,0.00602399,-0.0171173,0.00938314,-0.00888878,0.000827328,0.00900494
B109,Z. mays,SS,SS,Qiu et al. 2021,0.00727,0.017829,0.0737143,0.0117183,0.00563802,-0.01182,0.0122035
