VCFname,Uniform_Name,Species,Subpopulation,Group,Source,CountryOfOrigin,HeteroticGroup,ImprovementEra,Latitude,Longitude,Notes,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,IsBugeater,ShortName
5F6,5F6,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20622,-0.0418863,-0.0211976,0.00327237,-0.00125921,-0.0229167,-0.0479005,0.0225208,0.00205837,-0.00504012,0.0152906,No,Teosinte
5F7,5F7,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20166,-0.0498725,-0.0206866,0.00495382,-0.00327961,-0.0284748,-0.0649022,0.0363113,0.000181183,-0.0050251,0.0249422,No,Teosinte
5F8,5F8,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.22927,-0.0487714,-0.0139264,0.00467364,-0.001233,-0.0164769,-0.0352318,0.00868117,-0.000973357,-0.00953574,0.00299816,No,Teosinte
5F9,5F9,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.12723,-0.0466649,-0.0151512,0.00626236,-0.00141995,-0.0151529,-0.0313359,0.00776071,0.00186758,-0.0115471,0.00257018,No,Teosinte
5G1,5G1,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20045,-0.0365102,-0.0277647,0.0143206,-0.0163744,-0.0393409,-0.0602082,0.0221542,-0.00821014,-0.00482021,0.0176722,No,Teosinte
5G10,5G10,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.15465,-0.0456584,-0.0157115,0.00257595,-0.00112197,-0.0190196,-0.0419165,0.0203109,0.0074034,-0.00272634,0.00831791,No,Teosinte
5G11,5G11,teo_mix,teo_mix,Wild relatives,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2182,-0.0435716,-0.0167518,-5.72548e-05,0.000798978,-0.0170039,-0.0417574,0.0191959,0.00119179,-0.00388772,0.0103592,No,Teosinte
5G12,5G12,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20201,-0.0464937,-0.0175585,0.000242312,0.00093617,-0.0214543,-0.0511204,0.0258875,0.000998248,-0.00514284,0.0176834,No,Teosinte
5G2,5G2,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20643,-0.033413,-0.0301453,0.0140551,-0.0166875,-0.0397926,-0.0574265,0.0218629,-0.00679596,-0.00570727,0.0181593,No,Teosinte
5G3,5G3,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21139,-0.0459906,-0.0230375,0.00318247,-0.000573525,-0.0291312,-0.0607582,0.0355908,0.0029726,-0.00595879,0.026193,No,Teosinte
5G6,5G6,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19876,-0.0455288,-0.0253846,0.00786645,-0.00274727,-0.0301976,-0.061863,0.0358026,0.00139271,-0.00611651,0.0269157,No,Teosinte
5G7,5G7,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19366,-0.0492766,-0.0216698,0.00709073,-0.00159147,-0.0292441,-0.0632087,0.0370865,0.0016409,-0.00383909,0.0258116,No,Teosinte
5G8,5G8,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20297,-0.0370248,-0.0251653,0.0113281,-0.0134495,-0.0368121,-0.0608002,0.0220743,-0.00741096,-0.00635041,0.0174058,No,Teosinte
5G9,5G9,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.18629,-0.0427042,-0.0175971,0.00144388,0.00102846,-0.019228,-0.0429867,0.0216547,0.00300909,-0.00320322,0.0111327,No,Teosinte
5H1,5H1,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20624,-0.0470759,-0.0195383,0.00493336,-0.00347642,-0.0229552,-0.0511958,0.0261426,3.71888e-05,-0.0043717,0.014341,No,Teosinte
5H10,5H10,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.24755,-0.0442143,-0.0135897,-0.00114605,0.00162429,-0.0119097,-0.0278614,0.00239034,0.00233871,-0.0185511,0.000146227,No,Teosinte
5H11,5H11,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.24896,-0.0436618,-0.0136127,-0.00120467,0.00206343,-0.0125772,-0.0272008,0.00296584,0.00233707,-0.0179137,-0.00045851,No,Teosinte
5H12,5H12,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2372,-0.0305132,-0.0199996,0.0089551,-0.0160047,-0.0250079,-0.0253031,-0.012775,-0.00757593,-0.0177673,-0.00663206,No,Teosinte
5H2,5H2,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.11801,-0.0480594,-0.0194221,0.00568144,-7.38654e-05,-0.0239771,-0.055241,0.0311977,-0.000711665,-0.00428285,0.0199516,No,Teosinte
5H3,5H3,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2096,-0.0459677,-0.0244303,0.00642762,-0.00159377,-0.0300823,-0.0622983,0.0368214,0.00140132,-0.00503549,0.0253158,No,Teosinte
5H4,5H4,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21086,-0.0509795,-0.0188684,0.00511056,-0.000332083,-0.0289528,-0.0659221,0.0356333,-0.00115282,-0.00531125,0.0249959,No,Teosinte
5H5,5H5,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.203,-0.0502941,-0.0210113,0.00489919,-0.00309058,-0.0306739,-0.0657723,0.0371044,-0.00140035,-0.00435216,0.0260852,No,Teosinte
5H6,5H6,teo_mix,teo_mix,Wild relatives,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21203,-0.0434863,-0.0183649,0.00371071,0.000389842,-0.0168474,-0.0329162,0.0158337,0.000315583,-0.00646092,0.00726408,No,Teosinte
5H7,5H7,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2267,-0.043866,-0.0131487,-0.00119969,0.000426562,-0.0141338,-0.0283113,0.00445472,-0.00192829,-0.0151892,-0.000518747,No,Teosinte
5H8,5H8,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.25679,-0.0432677,-0.0112695,-0.00520751,0.00224556,-0.0115505,-0.032708,0.00830831,-0.00539749,-0.0121504,-3.67056e-05,No,Teosinte
5H9,5H9,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.25316,-0.0424796,-0.012461,-0.0030571,0.00325565,-0.0105602,-0.0254002,0.00193421,-0.0018168,-0.0173141,0.000125741,No,Teosinte
618,618,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02599,0.0115238,-0.00124922,-0.00932353,-0.0312921,-0.00839228,0.00795227,-0.00652174,-0.00282514,0.00665826,0.0116435,no,CN
698_3,6983,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02246,0.0169571,-0.0139806,-0.00132536,-0.0187121,-0.00250494,0.0048544,-0.00258168,-0.0224949,0.0156256,0.0117089,no,CN
6A1,6A1,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.18848,-0.0486267,-0.0159963,-0.000878524,-6.4254e-05,-0.0255477,-0.0571688,0.0296629,6.28004e-05,-0.00654838,0.0185966,No,Teosinte
6A10,6A10,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.185,-0.0493042,-0.0180006,0.0010562,0.000582064,-0.0244263,-0.0614005,0.0373335,7.16095e-05,-0.00686221,0.0245362,No,Teosinte
6A11,6A11,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19258,-0.0485963,-0.021333,0.00317621,-0.000410879,-0.0267295,-0.0624256,0.0350823,0.00140388,-0.0063851,0.0234859,No,Teosinte
6A12,6A12,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.25418,-0.0424143,-0.0138061,-0.00829709,0.00219982,-0.0215469,-0.0513406,0.0239594,-0.000856283,-0.00804359,0.0133167,No,Teosinte
6A2,6A2,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20984,-0.0507907,-0.0213984,0.00368126,-0.000783577,-0.0290858,-0.0638359,0.0387206,-0.000101609,-0.00594303,0.0263247,No,Teosinte
6A3,6A3,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.18314,-0.0482748,-0.0207052,0.00365871,-0.000227669,-0.0261648,-0.0632352,0.0354907,-9.61929e-05,-0.00490515,0.0242465,No,Teosinte
6A4,6A4,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20595,-0.0475779,-0.0226796,0.00658401,-0.00363247,-0.0298931,-0.0650278,0.0347613,-0.000295884,-0.00525725,0.0260184,No,Teosinte
6A5,6A5,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20668,-0.0487212,-0.0211517,0.00452311,-0.000574261,-0.0278058,-0.0627645,0.0348701,0.00101759,-0.00530037,0.0253741,No,Teosinte
6A6,6A6,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.22174,-0.0461858,-0.0184969,-0.000145498,0.00035623,-0.0220426,-0.0505355,0.0273006,0.00212146,-0.00560832,0.0172842,No,Teosinte
6A7,6A7,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20342,-0.0468001,-0.0169544,-0.00256918,0.000993006,-0.0245229,-0.0565292,0.0313243,4.01261e-05,-0.0070081,0.0199157,No,Teosinte
6A8,6A8,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20014,-0.0526973,-0.015636,0.00020343,0.000498329,-0.0258309,-0.0632587,0.0351757,9.55068e-05,-0.00624515,0.0215497,No,Teosinte
6A9,6A9,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2105,-0.0506137,-0.0156326,0.00104893,-0.000970188,-0.027728,-0.0639532,0.0335904,-0.00319142,-0.00492147,0.0234649,No,Teosinte
6B10,6B10,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20289,-0.0494323,-0.0215662,0.00539781,-0.00214467,-0.0303096,-0.0654195,0.0354191,-0.00132216,-0.00583299,0.0239037,No,Teosinte
6B11,6B11,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20991,-0.0494581,-0.0222726,0.0065035,-0.00275854,-0.0304312,-0.0644535,0.0347565,0.00201212,-0.00631853,0.0257945,No,Teosinte
6B12,6B12,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20805,-0.051378,-0.0206265,0.00560817,8.90095e-05,-0.0287671,-0.0670623,0.0358071,-0.000444974,-0.00462043,0.025164,No,Teosinte
6B2,6B2,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20951,-0.0430862,-0.0249321,0.00541836,-0.00288228,-0.0286638,-0.0583988,0.0346546,0.00339179,-0.00646535,0.0236673,No,Teosinte
6B3,6B3,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19763,-0.046321,-0.0244902,0.00614477,-0.00316779,-0.0300362,-0.0641991,0.0362181,-0.000353154,-0.00585255,0.0255924,No,Teosinte
6B4,6B4,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.18064,-0.0488325,-0.0211717,0.00577013,-0.00188784,-0.0293697,-0.0636199,0.0371426,-0.000164738,-0.00548774,0.0243718,No,Teosinte
6B5,6B5,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19879,-0.0428908,-0.0244926,0.00403936,-0.00278233,-0.0298764,-0.0581905,0.0324287,-0.000275237,-0.00458011,0.0244515,No,Teosinte
6B6,6B6,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2087,-0.0488811,-0.0216701,0.00426464,-0.000379707,-0.0287581,-0.0638605,0.0363345,-0.000631388,-0.00486311,0.0263439,No,Teosinte
6B7,6B7,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20705,-0.0501065,-0.0224226,0.00720252,-0.00405184,-0.0303516,-0.0641305,0.0357348,0.000451015,-0.00466504,0.0266887,No,Teosinte
6B8,6B8,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21088,-0.0457148,-0.024067,0.00668447,-0.00455773,-0.0311013,-0.0630904,0.0335752,-0.000304361,-0.00505466,0.0252438,No,Teosinte
6B9,6B9,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20714,-0.0541108,-0.019776,0.0048988,-8.83318e-05,-0.0283125,-0.0673171,0.038738,0.000580406,-0.00534461,0.0270711,No,Teosinte
6C1,6C1,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21029,-0.0489052,-0.0221615,0.00310024,0.000266236,-0.0274472,-0.0615119,0.0368623,0.00219841,-0.00588396,0.0245241,No,Teosinte
6C10,6C10,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.23439,-0.0466301,-0.0117892,-0.00253012,0.0038593,-0.0113057,-0.0266388,0.00157666,0.00017877,-0.0189105,-0.000925939,No,Teosinte
6C11,6C11,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.23972,-0.0379677,-0.018999,-0.00160161,0.000442619,-0.0125925,-0.022298,0.00255142,-0.000271273,-0.0174819,0.000319493,No,Teosinte
6C12,6C12,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21264,-0.0425975,-0.0152778,-0.00157212,0.00258024,-0.0102505,-0.0234734,0.00169971,0.00144392,-0.0163568,0.00174458,No,Teosinte
6C2,6C2,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21672,-0.0487532,-0.0191197,0.0022008,-0.000302949,-0.0272568,-0.0616329,0.0349293,0.000753595,-0.00514764,0.0243869,No,Teosinte
6C3,6C3,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21633,-0.035629,-0.0258032,0.0108853,-0.0145019,-0.0372413,-0.0595031,0.0195317,-0.00747567,-0.00672074,0.0163745,No,Teosinte
6C4,6C4,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20562,-0.0417281,-0.0231734,0.0127775,-0.0156251,-0.0387183,-0.0658591,0.0231539,-0.00880024,-0.00598544,0.0180743,No,Teosinte
6C5,6C5,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2144,-0.0340641,-0.0257489,0.0115872,-0.0145844,-0.0379711,-0.0589666,0.020624,-0.00824583,-0.005953,0.0150567,No,Teosinte
6C6,6C6,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21144,-0.0420776,-0.0229054,0.00141217,-0.000937755,-0.0245538,-0.0564386,0.0328281,0.000857378,-0.00653895,0.0208446,No,Teosinte
6C7,6C7,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19988,-0.0438504,-0.0262257,0.00624751,-0.00289875,-0.0299237,-0.058278,0.0353442,0.00149888,-0.00470687,0.0262235,No,Teosinte
6C8,6C8,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21384,-0.0423785,-0.0243812,0.00249787,-0.00065893,-0.026325,-0.0568306,0.0331754,0.00187446,-0.00628558,0.0236511,No,Teosinte
6C9,6C9,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20772,-0.0335338,-0.0232684,0.0094886,-0.0146049,-0.0372599,-0.0557211,0.0168165,-0.00944668,-0.00651546,0.0131639,No,Teosinte
6D1,6D1,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21593,-0.0314486,-0.0192597,0.00859283,-0.0160259,-0.0260416,-0.026421,-0.0148244,-0.00921785,-0.0160644,-0.0083133,No,Teosinte
6D10,6D10,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.24575,-0.0295724,-0.0212702,0.00878911,-0.015989,-0.0271284,-0.0259477,-0.0131321,-0.00934988,-0.017115,-0.00984135,No,Teosinte
6D11,6D11,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21731,-0.0334986,-0.0242317,0.0102963,-0.0154322,-0.0353915,-0.0544603,0.0146699,-0.00926635,-0.00583044,0.0124555,No,Teosinte
6D12,6D12,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.21272,-0.0377439,-0.0167239,-0.00178749,0.000590939,-0.0123131,-0.0223292,0.00142833,-4.03628e-05,-0.0170049,-0.000625055,No,Teosinte
6D2,6D2,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.24775,-0.0293111,-0.0225192,0.00891394,-0.0158135,-0.026032,-0.0268544,-0.013755,-0.00885665,-0.0181895,-0.00887487,No,Teosinte
6D3,6D3,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19906,-0.0273599,-0.0212295,0.00602938,-0.0153652,-0.0265756,-0.0286317,-0.00863559,-0.01289,-0.0100977,-0.00616859,No,Teosinte
6D4,6D4,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.22782,-0.0269031,-0.0226782,0.00581432,-0.01472,-0.0264901,-0.0264247,-0.00716599,-0.0121144,-0.0107504,-0.0066279,No,Teosinte
6D5,6D5,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.22521,-0.0344939,-0.0225584,0.0121288,-0.0136424,-0.0254097,-0.0295063,-0.00100639,-0.00574156,-0.00811416,-0.00275432,No,Teosinte
6D6,6D6,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.23055,-0.0458221,-0.01556,0.00163516,0.00154476,-0.0134061,-0.0312408,0.0126199,0.00434433,-0.0121914,0.00380987,No,Teosinte
6D7,6D7,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.12246,-0.0448405,-0.0162693,0.0041887,0.000122949,-0.0132784,-0.0312608,0.0108905,0.00444985,-0.00934433,0.00391463,No,Teosinte
6D8,6D8,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.23841,-0.0290027,-0.0218946,0.00820066,-0.0161145,-0.0267954,-0.0255869,-0.0144934,-0.0103479,-0.0160836,-0.00646632,No,Teosinte
6D9,6D9,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2395,-0.04106,-0.0146149,-0.00259814,0.00288248,-0.010252,-0.0224159,0.00151856,0.000983958,-0.0182378,-0.00097581,No,Teosinte
60,60,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19541,-0.0332678,-0.0239135,0.0115081,-0.0158368,-0.0350179,-0.0497649,0.0100524,-0.00817219,-0.0064747,0.00663933,No,Teosinte
60000000000,60000000000,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20559,-0.0351806,-0.0239289,0.00872903,-0.013971,-0.0322043,-0.0456008,0.0133057,-0.00629832,-0.00514622,0.00873445,No,Teosinte
600000000000,600000000000,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.06474,-0.0802229,-0.0253051,0.0734633,-0.00320013,0.0456401,0.102691,-0.0306487,-0.0426226,-0.0986013,0.0427491,No,Teosinte
6000000000000,6000000000000,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.06163,-0.0724259,-0.0285729,0.0747112,-0.0102276,0.0366712,0.096896,-0.0351882,-0.0465662,-0.0989826,0.0396163,No,Teosinte
600,600,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.24665,-0.0251953,-0.0238826,0.00631761,-0.0141705,-0.0268485,-0.0295106,-0.00434692,-0.0112947,-0.0111764,-0.0044559,No,Teosinte
6000,6000,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.25443,-0.044727,-0.0133136,-0.00351681,0.00401669,-0.0106296,-0.0270018,0.00727162,-0.00179707,-0.0123618,0.00158822,No,Teosinte
60000,60000,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19112,-0.0394995,-0.017358,-0.00179289,0.00232714,-0.0105538,-0.0243125,0.00593156,0.00256566,-0.0141372,0.00182018,No,Teosinte
600000,600000,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.2235,-0.0330775,-0.0236902,0.0102852,-0.0160334,-0.0340281,-0.0509217,0.0115007,-0.00883997,-0.00609859,0.00824655,No,Teosinte
60000000,60000000,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.16592,-0.0199295,-0.0296927,0.00939825,-0.0143568,-0.0237918,-0.0176983,-0.00810114,-0.00288989,-0.0145396,-0.00376437,No,Teosinte
600000000,600000000,teo_mix,teo_mix,Wild relatives,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.25284,-0.000149121,-0.0312617,0.000130308,-0.00778021,-0.0192659,-0.0112669,0.010331,-0.00921952,0.00160243,0.00855461,No,Teosinte
6000000000,6000000000,Z.mexicana,Z.mexicana,Z.mexicana,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.20495,-0.0407126,-0.0194494,0.0106066,-0.0133206,-0.0336058,-0.0564764,0.0165528,-0.00898288,-0.00707806,0.0109862,No,Teosinte
6F1,6F1,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.06682,-0.0748758,-0.0277969,0.0768265,-0.0108091,0.0388902,0.101137,-0.0368681,-0.0492506,-0.103339,0.0419494,No,Teosinte
6F11,6F11,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Mexico,NA,NA,NA,NA,NA,0.19467,-0.0283788,-0.0233542,0.00945257,-0.0159444,-0.0244192,-0.0226419,-0.0130618,-0.00690196,-0.0166976,-0.00863494,No,Teosinte
6F12,6F12,Z.parviglumis,Z.parviglumis,Z.parviglumis,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.23653,-0.030238,-0.0213681,0.00798804,-0.0142787,-0.0249808,-0.0236463,-0.0129492,-0.00889303,-0.0175469,-0.00879454,No,Teosinte
6F2,6F2,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.05434,-0.0811077,-0.0251448,0.0782735,-0.00933395,0.0422904,0.104697,-0.0382212,-0.0511665,-0.105992,0.0429828,No,Teosinte
6F3,6F3,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.05211,-0.081541,-0.0250678,0.078973,-0.00936992,0.0426157,0.105586,-0.0386069,-0.0509796,-0.104967,0.0417661,No,Teosinte
6F4,6F4,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.05643,-0.0766444,-0.0273982,0.0779973,-0.0114156,0.0385073,0.102708,-0.0389369,-0.0512407,-0.105205,0.0415267,No,Teosinte
6F5,6F5,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.05775,-0.0742397,-0.0284865,0.0773042,-0.0128191,0.0362925,0.100505,-0.0393825,-0.0509429,-0.103083,0.039968,No,Teosinte
6F6,6F6,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.07803,-0.0789251,-0.0261402,0.0730277,-0.00336968,0.0457846,0.103339,-0.0305154,-0.0431394,-0.0999747,0.044071,No,Teosinte
6F629,6F629,Z.mays,Mixed,Other,Qiu et al. 2021,Mexico,NA,NA,NA,NA,NA,0.02488,0.0191445,0.0109097,0.0321653,0.0205901,0.0428054,-0.0296163,0.00946899,-0.021102,0.00356762,-0.00331161,yes,WiDivCore
6F7,6F7,Z.nicaraguensis,Z.nicaraguensis,Wild relatives,"Chen et al., 2020",Nicaragua,NA,NA,NA,NA,NA,0.06938,-0.0702179,-0.0301033,0.075846,-0.0128035,0.034638,0.0992671,-0.0386509,-0.0492108,-0.101007,0.0399771,No,Teosinte
